review_id,app_id,app_name,project_category,username,review_text,rating,thumbs_up,review_date,app_version_reviewed,app_reply,reply_date
d76ebf6e-fa57-43a8-8512-56e315304d17,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Lini Lini,not giving me a picture🖼️ just three limit messages?,1,0,2026-02-21 12:36:17,,,
63289cd0-8d3f-401e-b580-61f1b35457fb,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Mina Moses,this app is great,5,0,2026-02-21 12:36:13,3.0.27,,
0671efc0-7a83-46c5-a447-ff984369e543,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Cristi Neko,"Paid version:Very questionable quality and after using it for months, i noticed that I actually use the other free ais exactly because this is inferior... Even if the model says it's the latest, or paid version, it's actually worse then the free version of same model. At times very slow, as in nothing for minutes. Also aparently via using this you somehow agree that they can have your email, phone number, general location and more.",1,158,2026-02-21 12:18:58,3.0.6,,
3964171a-00e3-4e5a-a2bb-5eb338d025c5,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Raju Sood,verry good,5,0,2026-02-21 09:16:20,3.0.28,,
57953d0d-438e-4971-be88-7ac74b4248cc,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Alina Meridian,not truly as advertised,1,0,2026-02-20 20:21:49,3.0.28,,
253d09f8-d856-4d5d-b6a9-643f598f3f56,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Washington Tawananyasha,good to use,5,0,2026-02-20 20:07:04,3.0.28,,
94b41f50-afb4-4a38-897c-fd074e245a9c,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Daneetra Webb,"love it, it's very helpful and informative.",4,0,2026-02-20 15:28:20,3.0.28,,
3fd12d08-5a2c-4f4a-996c-810e8ab9064b,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Sarah Pike,THREE CHARGES IN LESS THAN A WEEK!,1,0,2026-02-20 12:43:58,3.0.27,,
daf305fd-14c3-4556-b696-6dc0a7ecf624,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Tanner Goodridge,it's thorough,4,4,2026-02-20 06:05:25,1.5.0,,
0bc876b2-08a4-42c6-9008-74645d7cc9ce,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Jose Porres,it gets better after you get uses to it,5,1,2026-02-20 02:36:17,3.0.28,,
498fd6bf-fcf2-4f50-a91d-cf286e4ae708,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,AKANIMO IDIO,very good app,5,0,2026-02-19 20:35:32,3.0.28,,
a5ca95dd-dc9d-4fe2-80ee-7cab01d9bddb,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Eniola Diddy,It's Absolutely fine.,5,0,2026-02-19 19:19:26,,,
2fcf9e3c-2497-4565-9748-6da41f89577a,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Olivia Abanga,cool.i really love it😆😆😆😋😋,5,0,2026-02-19 17:33:35,3.0.28,,
df6a8cb7-81e3-4ab1-a765-66eb644ccdf5,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Robert Dimaio,cheap innovation,2,0,2026-02-19 15:14:18,2.2.1,,
e6a649cd-c2de-41bb-85bd-a8a30e4f6a89,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Jade Moss,Too limited.,1,0,2026-02-19 06:44:09,,,
c793ebc1-fe1d-4661-b6af-c1efcd03f4ed,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Marsahat Lubis,Good for homework,5,1,2026-02-19 02:49:05,3.0.28,,
8fb36f40-06ad-4a4a-a35f-8ccdaa672178,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Maung hlawin,ကျောက်တော်သား စောက်ကွာစားရေ,5,0,2026-02-18 21:05:35,3.0.28,,
cf1b1605-ef99-4c8b-b037-1ed797ffb134,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,liz h,dont install as you automatically get put on a subscription which is difficult to cancel,1,1,2026-02-18 19:07:59,3.0.28,,
8787819a-2c68-4316-a34d-48a98ff36e6a,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Ayobami Ayyesiry,well design,5,0,2026-02-18 17:40:36,3.0.28,,
4c6e24c1-3a4d-42af-a06e-29f13a2366f0,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Muhammad Hussain,In App Language Urdu language isn't available in this app. This app doesn't make me happy.,1,4,2026-02-18 16:50:14,3.0.28,,
0c7f8141-6fcd-4451-8715-df79486ba7ed,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,ghouri Saab,brilliant 👍,5,0,2026-02-18 15:25:13,3.0.28,,
9193e4c1-81c2-4852-8a25-8767e056af94,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,BLUE 28,very good for meducal education,5,1,2026-02-18 08:13:13,3.0.28,,
5840dc1f-85fd-48c3-962f-0cbd73854b7f,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Matt,"* WARNING * DO NOT TRUST * SCAM * I don't leave reviews very often, but I figured I would try to give people a heads up. Codespace Dijital took some of my work and will not respond to me about it. They will also try to charge you early before your 1 week ""Free"" trial is completely over.",1,1,2026-02-18 07:15:15,3.0.27,,
0a16edb0-7edf-4001-a67c-51e2c93c74c2,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Badie Souls,Most Awesome! King Shriner!,5,0,2026-02-18 00:53:14,,,
a30f9a2c-37d2-4cd8-a6b3-44d3f30adf6f,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Raj Kumar,best chat bot,4,0,2026-02-17 21:26:43,3.0.27,,
899431d5-5a83-48db-99be-0f5fe8f6b72d,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Prashanth Shetty,user friendly very good spp,5,1,2026-02-17 19:43:36,3.0.28,,
a716083f-9d88-42e9-b7d7-52b7a957dca6,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Ihsan Mirani,it's very helpful in every matter.,5,0,2026-02-17 17:30:05,3.0.27,,
2661311b-e4c3-4fb7-93c1-6d3085de0e73,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Divine Chigozirim,Very good and reliable,4,1,2026-02-17 13:55:12,3.0.27,,
aaeb9839-a053-4e41-b07f-7335fc3de80f,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Osaulo Julius,ACCURATE APP,5,0,2026-02-17 10:35:28,3.0.27,,
40d349e3-a93a-41f2-918c-303555fa2d82,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Afolabi Olushola,very simple and reliable,5,1,2026-02-17 08:51:23,3.0.27,,
5e314286-73ed-4363-82b3-a2a7bfdb5cc7,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,leisa heath,took money from my bank when I don't even use this app I downloaded it for a second it was the wrong one now it's taking money out my bank I don't know how to contact this apps customer service? how do I get my money back,1,0,2026-02-17 05:35:26,,,
d1f7acc0-7530-4681-b65d-6f1bc2e83eeb,com.codespaceapps.aichat,Chatbot AI - Search Assistant,Generative Text,Flava Empress,it great 👍,4,0,2026-02-17 03:56:58,3.0.27,,
1b0b8594-65e9-49b0-a579-92ae7ed5aa4d,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Zeripizaiin MARENGA,what does the law says if a woman does not allow you acces to your son,3,0,2026-02-24 00:48:18,1.90.708-793,,
e33821d5-df82-4cde-94e1-29d5e937bc40,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Dee Marie,is not what it says,1,0,2026-02-24 00:37:38,,"Hello! We apologize if our app didn't meet your expectations. Did you have any problems with the app? We'd like to understand your situation, so please email us at support@aiby.com and tell us more about your experience, maybe we can help you out!",2026-02-24 14:07:25
b7b0589e-dc56-465b-b02e-63554804dc4c,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Wafaa Zakar,wow super wonderful app,5,0,2026-02-23 23:01:20,1.90.708-793,,
36f71ce2-1093-42f9-a96d-ef240120b213,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Maria cassidy,I need help with my essay,5,0,2026-02-23 12:14:01,1.90.708-793,,
cd2e0712-26fb-47b7-8673-5393c40a9dcf,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Paul Mackey,so much for historical reference,3,0,2026-02-22 20:47:28,1.90.708-793,,
b55b76ea-2f28-4723-9d1f-bd8cd6a5cf43,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,SK RABIL,"this app was so cheaper system and in functional and help centre also getting error, please close this app",1,0,2026-02-22 12:22:33,1.90.708-793,"Hello! We'd like to understand your review better. Please get in contact with our support team at support@aiby.com, and we'll be able to better assist you.
",2026-02-23 20:52:23
5c756cfa-708b-49b9-b5c4-6789eb9a094f,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Nicos Douka,not as good as CHAT GPT,2,0,2026-02-22 03:38:34,,"Hello! We apologize if our app didn't meet your expectations. Did you have any problems? Please email us at support@aiby.com and tell us more about your experience, maybe we can help you out!
",2026-02-23 21:02:53
b1697676-d511-4c67-8cf3-a44c50457b78,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,JoAnn Hurley,I really enjoy ChatOn is really help me write a important letter,5,0,2026-02-22 01:38:23,1.90.708-793,,
cc2c5816-6576-4e3c-b967-b47936266f7b,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Angy Aphane,"💯 %amazing,easy and fast answers to rely on when in need",5,0,2026-02-21 19:18:24,1.90.708-793,,
98af11a6-7772-4a53-a121-630412255427,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Benny Rose,love this app..does so much.such a great resource.,5,0,2026-02-20 18:23:14,1.90.708-793,,
cb9725d6-bf30-41a9-98a0-ccd9c3f664d1,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Germaine Sio,Boo not better than grok,1,0,2026-02-20 13:41:24,,,
515dd9ef-b5e5-4798-b1f4-3d7a2726a614,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Boitshwarelo Carol,It fantastic,5,0,2026-02-20 09:53:49,1.90.708-793,,
acf38a4d-2708-4c8f-9831-9676e0b68d00,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Karen Broadwater,"Fantastic, life-changing. Thank you.",5,0,2026-02-20 00:20:18,1.84.668-753,,
2201bb56-3c9e-491b-9f1a-9f2267496c7e,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Mike Beemer,everything about this app sucks,1,0,2026-02-19 19:27:09,1.90.708-793,"Hello! We're sorry to hear you didn't like our app. Have you encountered any issues? Please send us an email at support@aiby.com and let us know more about your experience!
",2026-02-19 21:17:09
f0b4ccda-588e-4e29-9051-c2ce7dccf7f8,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Omkar Gaikwad,ok aahe app,4,0,2026-02-19 13:30:03,,,
dbf34d69-39b7-495f-abe8-06d0ebd478af,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Geno THACKER Jr,greatest thing of all is keyboard so great 👍,5,0,2026-02-19 07:42:30,1.90.708-793,,
924332f3-1056-40b5-84b3-40044a104168,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,deize nkwane,I like this app,5,0,2026-02-19 00:55:32,1.90.708-793,,
a68fa148-b4d5-45b2-a692-8a16193ed824,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Kwanda Ntsika,Very reliable and easy to use.,5,0,2026-02-18 21:06:05,1.90.708-793,,
8dfd495b-cb9b-466f-b915-dab39d8fb72a,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Ribaka Tesfaye,need to pay for most uses,1,0,2026-02-18 21:02:52,1.90.708-793,"Hello! Some features are only available to users with premium subscription, but the core features are available for free. You can enable the 3-day free trial to get access to all features before deciding to subscribe. If you need any assistance with the app, feel free to contact us at support@aiby.com.",2026-02-20 20:53:38
21b64963-f589-4710-bb89-65c145b8c3aa,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Salina Beverly,"❤️ I love coming to the app when I am stuck on what to write, this is the best way to get your thoughts on paper and you sound very professional.",5,4,2026-02-18 20:14:20,1.90.708-793,,
43f6281f-3ad9-4282-bb3b-f573d42d321c,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Jimmy Pailin,"If only it had a memory. Otherwise, quite excellent.",4,0,2026-02-18 18:11:18,1.90.708-793,,
1bf962b8-b3ce-4776-87f1-1e654cf18167,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Lisa Williams,m it's not free,1,0,2026-02-17 06:15:09,,"Hello! Please note that you don't need to pay to use our app, as you can close the subscription screen if you're not interested in premium perks and use the basic features of the app for free. If you encounter any issues or have a suggestion, feel free to reach out to support@aiby.com.
",2026-02-17 18:41:19
871ba01d-06e2-4b41-bb29-844f8e8d28fa,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Peace John,"This app is so helpful, as a student ChatOn gives comprehensive research response which enables you to understand more about each concept",5,0,2026-02-17 01:41:27,1.89.699-787,,
dbbd2f2d-4d0e-47f6-b12e-07bf51fc6991,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Johnny Moore,I love the experience that I've been having with chat. gpt.... I am an American. I'm currently living in Germany. I have been here since March 2025.... and I use it to translate messages between me and my girlfriend... And its ability to translate and sound natural at the same time is nothing short of a miracle for me right now... of course I love technology my girlfriend... not so much into technology haha... I think that's why I am getting my own apartment...,5,0,2026-02-16 15:55:46,1.90.708-793,,
14ce839a-3fa1-44bf-bc39-a9ae5fac4400,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Fitzroy Francis,It truly enhances my writing skills and lends me more credibility in my art. It's an excellent choice.,5,0,2026-02-16 10:17:57,1.90.708-793,,
8033cd9c-a0ca-4eba-96d4-c15ee17255f8,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Mon ther,very best use.,5,0,2026-02-15 21:21:19,1.90.708-793,,
b9a8838e-2e2d-4140-819b-24aaa15b0160,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,AleaHannah Ortega BUEFANO,great 👌👌👌👌,5,0,2026-02-15 19:52:44,,,
e945e4fc-3fc4-4847-b6e7-e1877b07fb30,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Tammie,no clue AI demanding the install,1,0,2026-02-15 10:59:04,,"Hello! We see that you gave us 1 star. We're sorry if your experience was negative. Did you encounter any problems with the app? If you need any assistance with the app, please contact us at support@aiby.com!",2026-02-16 19:53:38
84906f4b-251a-4a2e-a30f-040349e220ed,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Lynda Yarborough,"Just getting started. Friend who set me up is a WIZ! I plan to use it to finally put a 2011 manuscript into a book to be published. Title ""My One Legged Walk with God"". It is about starting out with a very aggressive cancer in 2004. God was not finished with me & still is not ready for me to leave this earthly home. John 11:4 says...""This illness will not end in death. No! It is for God's glory so that God's son may be glorified through it"".",5,0,2026-02-15 09:49:06,1.90.708-793,,
df07097a-38db-4c08-8b38-69acf6135a3a,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Charlie Tate,This app has a modest cost but so far it seems to work enough better than the free versions to justify.,5,0,2026-02-15 05:05:28,1.90.708-793,,
b4308e0a-cd3b-41f4-a768-69474f68e10c,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Jerry Armes,need to be able to edit and transform explicit photos...I mean with proper identification and tasteful content agreement.,4,0,2026-02-15 03:13:40,1.90.708-793,,
d047d350-88fd-4663-866c-f5ac689e5c3c,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Mark Crossley,"AIBI. Inc, You say ""Our free 3-day trial and subscription are completely optional, and our app offers a free version with basic features."" This is simply NOT TRUE. When you first open the app, you give your email address and press continue. After describing some of its features, it gives you a selection of payment methods and then asks for your card number. I've tried every way but there is no way to get to a free version. Your claims are outright false, and I shall be reporting this to Google.",1,6,2026-02-15 01:17:03,1.90.708-793,"Hello! We apologize for any confusion with the interface. You can close the purchase screen by tapping the X symbol in the upper left corner. If you encounter any issues that prevent you from closing the subscription screen, don't hesitate to get in touch with our support team at support@aiby.com.",2026-02-16 19:33:35
8961fc2e-f644-44ad-bff1-f5c0f14a7621,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Chibuike China,Support verification my information,5,0,2026-02-15 00:44:18,1.87.697-777,,
119f06af-3030-436f-9514-9bbb5a2d33fb,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Jumba Sharif,much better than you,5,0,2026-02-15 00:41:45,1.90.708-793,,
81ae58c1-86bb-4be9-8661-feb7ffc64de1,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Mohd Ibrahim Mansuri,Good application...I already have a subscription in chat gpt and it's a good searching engine too....,5,0,2026-02-14 20:58:16,,,
d111f82a-6f0a-4dea-9916-793ccb015d65,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Nasimat Daud,very excellent,5,0,2026-02-14 20:22:27,1.90.708-793,,
30221545-0b96-42a1-824b-f5871807826a,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Hamveer shing,cen you hindi,1,0,2026-02-14 17:41:30,1.90.708-793,,
d8859e09-0c40-4829-b0af-13757d70c2e7,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Prem Babli,thank you 👍😊,5,0,2026-02-14 12:12:24,1.90.708-793,,
00ce3c3b-4de1-48d8-8d35-28a08d406dfe,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Rai Josephine,this app is excellent,5,0,2026-02-14 10:53:38,1.90.708-793,,
319e4d74-3821-4700-9b1d-e2e9d1915421,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,s g,you need to pay to use low Ai respond. don't bother trying it.,1,0,2026-02-13 12:46:59,1.90.708-793,"Hello! The core features of our app are all accessible for free, so you don't have to pay to use them. You can also use the 3-day free trial to see the full capabilities of our app. If you have any questions or need any help with the app, feel free to contact us at support@aiby.com.
",2026-02-13 18:28:39
48403576-74d6-43d1-9288-fe644619d5a8,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Martez Pierre,Still New To It,3,0,2026-02-13 03:47:20,,"Hello! Thank you for your review. If you need any assistance with the app, please don't hesitate to contact us at support@aiby.com.",2026-02-13 18:17:17
e037fa9d-3163-49bb-a155-947185a33bd6,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Novi,helps me find my answers and refine my search,5,0,2026-02-13 03:06:54,1.90.708-793,,
bddae57b-198f-478b-b431-8c79e3aa09ce,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Adeyemo Idris,cool app tool,5,0,2026-02-12 22:37:11,,,
68162a0a-a1e4-428e-82fd-94e3a132fddc,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Abdulrahman Nawabi,complete trash you still have paid pkan,1,0,2026-02-12 20:06:28,1.90.708-793,"Hello! Please note that you don't have to pay to use our app, as we offer a wide variety of free features. You can close the subscription screen if you don't want to subscribe. If you encounter any issues or have a suggestion, feel free to reach out to support@aiby.com.",2026-02-13 17:06:02
f0d51dac-587e-48e4-9b4f-c875b6c7415f,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Jonathan Nwokeabia,Nice to meet 3,5,0,2026-02-12 18:44:31,,,
ce90abc1-6ad4-423a-a632-909d538b9969,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Mahmood Abdulwasiu,This app site is very good 👎,4,0,2026-02-12 15:55:40,1.90.708-793,,
ce5fccdf-6deb-4e51-9c51-eeb54055f5da,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Samp,"Okay — I’ve got you. Here’s a long, calm, respectful message you can read or send to your parents. It sticks to what you shared and keeps everything safe and clear.",5,1,2026-02-12 04:33:41,1.90.708-793,,
3da62633-842c-4996-94fc-c3be5e28b827,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Abd,very goooood,5,0,2026-02-11 19:57:46,1.85.692-764,,
f3e26213-104c-4b21-b661-55756c91564c,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Jayden Julius,gud in school work,3,0,2026-02-11 19:50:33,1.90.708-793,"Hello! Thank you for your review, we're glad to know our app is helping you with school! If you need any assistance with the app or want to see some new features, feel free to share your thoughts with us at support@aiby.com.
",2026-02-12 21:30:01
c2cbc9ef-0bfd-422a-b17c-9b6144e1065e,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Karen Gruber,its becoming another world.,5,2,2026-02-11 14:04:25,1.90.708-793,,
94f26525-30e0-47fc-a39c-9a184fa649f2,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Rakisha King,I want 5o do ana analysis on king v jb hunt,4,1,2026-02-11 08:42:12,1.58.504-559,,
58be05b7-ae61-4e66-9c5f-fd92a31df441,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Bob Ricci,"As an administrator of a large Facebook group, I do a fair amount of fact-checking. It seems that I have to correct this application more than it gives me correct information. I told it that I could not recommend it to anyone and that I would not be renewing my copy in the future. It wished me well. That's not resolving a problem. This should be learning from customer input and telling the customer you will forward it to the developers. This is how lazy this application is. I now use ChatGPT.",2,1,2026-02-11 04:51:32,,"Hello! We apologize for any incorrect information in the responses you received. We'd appreciate more information on your prompts and how our AI has answered you, so please reach out to support@aiby.com and give us more feedback, that would really help us prevent such issues!",2026-02-13 14:05:15
5f1578a4-5a42-42d1-9f78-12b033c9f8e0,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Kenneth Ikechukwu,It awesome and very good,5,1,2026-02-11 02:48:39,1.90.708-793,,
a02fa5be-60f5-422e-b6d7-6c0e418cd000,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Omar Martinez,Gemini and the rest ain't working,2,1,2026-02-11 01:49:35,1.90.708-793,"Hello! If you're experiencing any technical issues with the app, please contact our support team at support@aiby.com so we could investigate your problem and assist you.",2026-02-12 20:49:52
da9bfd98-0012-4c15-b86a-6eedf3df9cbb,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Ibrahim Omondi,best Ai app ever,5,1,2026-02-10 20:47:09,1.90.708-793,,
503de58b-3112-47ff-b8fe-6c17bbb23fc8,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Egede Chinedum,very nice app,4,1,2026-02-10 15:35:53,,,
f26f067f-4f07-4ab0-83d1-e3fe8f958456,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,Generative Text,Asabonga Nxumalo,Best of the best,5,1,2026-02-10 14:39:21,,,
