app_id,app_name,developer,category_scraped,project_category,avg_rating,total_ratings,total_reviews,installs,description,summary,content_rating,android_version,app_version,updated_on,released_on,size,pricing_model,price_usd,offers_iap,free,url,icon_url,genre_id,ratings_1_star,ratings_2_star,ratings_3_star,ratings_4_star,ratings_5_star,scraped_at
com.codeway.chatapp,Ask AI - Chat with AI Chatbot,Deep Flow Apps,Productivity,Generative Text / Chatbots,4.443467,1097144,10610,35592277,"Welcome to Ask AI – Discover Endless Possibilities Every Day!

Experience conversations with an AI that understands you, adapts to your mood, and personalizes interactions, making each engagement unique.

ASK ANYTHING, ANYTIME:
Ignite your curiosity and engage in fascinating conversations with historical figures, business gurus, or even your favorite celebrities. Built on the GPT-4o model, Ask AI is always ready to offer recommendations, inspiration, and information on any topic.

IMAGE GENERATION AND EXPLORATION:

- Be Your Own Artist: Use our AI generator to create images from text, visualizing everything from fantastic scenes to futuristic cities. Our AI turns your descriptions into stunning visuals – perfect for creating book covers, social media posts, and more.
- Discover Your World Through Images: Snap a photo of anything around you (buildings, art, landscapes) and instantly gain insights with our image input technology. Use the text-to-image feature to convert visual ","Chatbot & Smart Assistant, now powered by multiple AI models",Everyone,,3.3.10,1770654270.0,"Mar 3, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.codeway.chatapp&hl=en&gl=us,https://play-lh.googleusercontent.com/lI3MeWGtckeFE_PbVxe_cP8rjKpKXcraFt3HQmBifmbJS-bKCWd4WnlYPeNxhVhkAwg,PRODUCTIVITY,95229,17162,43226,91719,849793,2026-02-21T07:59:24.575161
com.smartwidgetlabs.chatgpt,Chat Smith: AI Chatbot & Agent,Smart Widget Labs Co Ltd,Productivity,Generative Text / Chatbots,4.1857443,532446,6093,24732059,"Meet Chat Smith, your next-generation AI assistant built to think deeper, create faster, and help you achieve more. Built on the latest GPT-5, GPT-4o, GPT-4, Gemini 3, DeepSeek V3, and Grok-4, Chat Smith combines advanced artificial intelligence with powerful AI chat capabilities.

As an AI chatbot and productivity assistant, Chat Smith helps you write, learn, solve problems, and explore ideas effortlessly. Here are the powerful features you can enjoy with Chat Smith:

AI IMAGE GENERATOR
Create stunning AI images in seconds! Using OpenAI GPT-Image, Gemini Nano Banana, and advanced text-to-image technology, Chat Smith turns your prompts or photos into eye-catching AI artwork and high-quality visuals.

AI WRITING ASSISTANT
Generate outlines or paragraphs with an AI essay writer, and craft narratives with an AI story generator built on advanced models GPT-5, Gemini 3, DeepSeek and Grok.

DEEP RESEARCH
Unlock deeper insights with Pro Search and Deep Research powered by advanced ","AI Agent, Chatbot, Deep Research, Image Generator, Math Solve, Writing Assistant",Everyone,,8.260202.2,1770713377.0,"Dec 21, 2022",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.smartwidgetlabs.chatgpt&hl=en&gl=us,https://play-lh.googleusercontent.com/pw2iuhx0kynK8u8_1GF2-NmqwnDTycpIdi8lCn5DGa8haek2RiwCqelJbFIu3Z98jw,PRODUCTIVITY,70108,15421,29585,47588,369692,2026-02-21T07:59:27.356926
ai.perplexity.app.android,Perplexity - Ask Anything,PerplexityAI,Productivity,Generative Text / Chatbots,4.6363163,1801986,12258,98589268,"Perplexity—Where Knowledge Begins. The answers you need—right at your finger tips.

Cut through the clutter and get straight to credible, up-to-date answers. This free app syncs across devices and leverages the power of the top AI models from OpenAI, Anthropic, Meta, and more. 

Features:

· Perplexity Pro Search: Guided AI search for deeper exploration.

· Thread Follow-Up: Keep the conversation going for a deeper understanding.

· Voice: Instant, up-to-date answers whether you type or say it. 

· Trust Built In: Cited sources for every answer.

· Discover: Learn new things from the community.

· Your Library: More than search history, it's a curation of your discoveries.

Download Perplexity now and continue your journey to better knowledge and understanding.",Get trusted answers to any question,Teen,,2.75.2,1770721188.0,"May 24, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=ai.perplexity.app.android&hl=en&gl=us,https://play-lh.googleusercontent.com/6STp0lYx2ctvQ-JZpXA1LeAAZIlq6qN9gpy7swLPlRhmp-hfvZePcBxqwVkqN2BH1g,PRODUCTIVITY,82102,17907,55468,162191,1484268,2026-02-21T07:59:30.538529
ai.socialapps.speakmaster,PolyBuzz: Chat with AI Friends,CLOUD WHALE INTERACTIVE TECHNOLOGY LLC.,Entertainment,Generative Text / Chatbots,3.8009992,905603,47905,39808819,"Our app revolutionizes the way we interact with AI chatbots. With our advanced technology, our chatbots think and reply like real characters, complete with authentic voices. You can choose from a massive selection of characters, each with their own unique voice and personality. Whether you're chatting with your favorite celebrity, a beloved character from a movie or TV show, or a historical figure, you'll feel like you're talking to a real person.

Character creation - Character creation now open to everyone! Ignite your imagination and bring any character to life here, whether they exist in reality or flourish in the realm of imagination! Unleash your creativity and craft a character that can be kept entirely private or shared for everyone to engage with. But the excitement doesn't end there - immerse yourself in a vibrant community where you can also interact with characters crafted by others! Join the adventure and let your characters come alive in this thrilling experience!

Ea","Talk & engage with anime characters and start a rizz story anytime, anywhere",Mature 17+,,2.1.96,1770728265.0,"Jun 2, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=ai.socialapps.speakmaster&hl=en&gl=us,https://play-lh.googleusercontent.com/0pUnIxdTlfubi7Qy2ca1kMHCoA2qn6AF4zRRLgna01jPKuVJgwddW8sKpebeKoJkQFM,ENTERTAINMENT,196263,51618,45237,55403,557068,2026-02-21T07:59:32.496126
com.google.android.apps.bard,Google Gemini,Google LLC,Productivity,Generative Text / Chatbots,4.607163,28692003,119474,1368979532,"Supercharge your creativity and productivity with Gemini, your AI assistant from Google.

Gemini gives you direct access to Google’s best family of AI models on your phone so you can:

- Go Live with Gemini to brainstorm ideas, simplify complex topics, and rehearse for important moments. Share your camera or screen in Gemini Live conversations to talk with Gemini about anything you see. Just click on the Gemini Live button in your Gemini app
- Bring your ideas to life with Canvas. From prompt to prototype, create apps, games, web pages, infographics, audio overviews and more.
- Connect with your favorite Google apps like Search, YouTube, Google Maps, Gmail, and more
- Study smarter and explore any topic with quiz and flashcard creation, interactive visuals, and real-world examples
- Turn any file into a podcast that you can listen to anytime, anywhere
- Create and edit stunning images from just a few words
- Plan trips better and faster
- Get summaries, deep dives, and sourc","Chat to start writing, planning, creating, learning and more with Google AI",Teen,,1.0.795460806,1755622765.0,"Feb 5, 2024",,Free,0.0,False,True,https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en&gl=us,https://play-lh.googleusercontent.com/bTpNtZ6rYYX2SeI-wC4cnr7MJnOh2hjtgYu3UIrSxE09lM3GPl_Uhf9_Ih2Smje2bc0V,PRODUCTIVITY,1645292,297136,795729,2207110,23746671,2026-02-21T07:59:35.666311
ai.sider.ChatGPT.android,Sider: AI GPT Deep Chat,Sider.ai,Productivity,Generative Text / Chatbots,4.6237626,12745,170,799048,"Sider: AI GPT Deep Chat

Discover Sider, a versatile app that revolutionizes your digital experience with seamless AI integration designed for both creative and professional tasks. Whether you’re drafting emails, summarizing documents, or generating eye-catching visuals, Sider puts advanced AI assistance at your fingertips.

Key Features

• Wisebase - Your AI-Powered Knowledge Base
Transform information chaos into clarity with an AI-powered workspace. Utilize AI to research, organize, process, and generate knowledge, effortlessly creating your personalized workspace.

• Floating Panel
Enjoy instant AI interactions with our always-accessible floating panel. Chat without leaving your current app, analyze on-screen content, summarize information, or extract text from images effortlessly.

• Access to Leading AI Models
Interact with cutting-edge technologies including:
      - Anthropic: Claude Opus 4.1 Think, Claude Opus 4.1, Claude Sonnet 4.5, Claude Sonnet 4.5 Think, Claud","AI Models All in One. Powered by GPT, DeepSeek, Claude, Gemini, Grok",Everyone,,3.4.15,1768982164.0,"Jun 6, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=ai.sider.ChatGPT.android&hl=en&gl=us,https://play-lh.googleusercontent.com/VghuZRn0-oLvbaGqptsM-9Qr6Ka7Pmw7lfmu6_UQ56mZS6bsXbET9Uf0wF0FECP8lEM,PRODUCTIVITY,623,245,377,755,10724,2026-02-21T07:59:39.180254
com.microsoft.copilot,​​Microsoft Copilot,Microsoft Corporation,Productivity,Generative Text / Chatbots,4.701307,2169453,31088,61091175,"Copilot just landed AI's leading model. GPT-5 is AI at its smartest and most intuitive, combining the best of our reasoning and chat models into one cohesive experience. Select ""Smart"" mode to try GPT-5 today.

Microsoft Copilot is your daily AI companion. Talking with Copilot is an easy way to learn, grow and gain confidence, all with the help of the latest OpenAI and Microsoft AI models.

Accomplish anything with Copilot’s AI chat assistant.  Our AI photo generator helps you create images from words. Chat with AI to get a fresh perspective on your ideas. Air your thoughts out and get the support you need with Copilot’s AI chat assistant. Copilot is your AI helper that boosts productivity, acts as your personal AI writing assistant, and drives business.  

Chat with AI, either through messages or with your voice, to bring the vast world of information straight to you. Your personal AI can answer hard questions and give straightforward answers, giving you complex insights from si",Calm. Confident. Copilot. Here to help. A companion for every moment.,Everyone,,30.0.440211001,1770853436.0,"Dec 19, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.microsoft.copilot&hl=en&gl=us,https://play-lh.googleusercontent.com/p8R1lAZI5_WCOzmvBYnOQasCWcjc9d2vM7z4PaVku8b9AfxGhqQqM0ldJ8KULHblVj-g,PRODUCTIVITY,64614,15050,60615,223096,1806047,2026-02-21T07:59:42.394179
com.poe.android,Poe - Fast AI Chat,"Quora, Inc.",Productivity,Generative Text / Chatbots,4.5503044,452384,5225,9811812,"Poe brings together the best AI, all in one place. It is designed for seamless conversational experiences, enhanced productivity, and creative content generation.

Key Features: 
- Fast and reliable access to the latest AI models
- Cross-device compatibility
- State-of-the-art multimedia generation
- Combine and compare models in a single chat
- Advanced tools to create customized chatbots

Best-in-Class AI Models, All in One Place

Poe incorporates powerful AI models like OpenAI's o3 and GPT-4.5, Anthropic's Claude 3.7 Sonnet, Google's Gemini 2.0, and multimedia generators from Runway, ElevenLabs, and many more. Experience the cutting edge of AI technology, all in one app.

Chat with multiple bots at once

Compare responses from leading AI models and seamlessly combine any bots for any use case - all within a single chat thread.

AI-Powered Search Engine

Get highly relevant results powered by advanced natural language processing and web search technology to find wh","Access advanced AI like GPT-4.1, Claude 3.7, DeepSeek-R1 and more.",Everyone,,a3.54.3,1771361441.0,"May 22, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.poe.android&hl=en&gl=us,https://play-lh.googleusercontent.com/A9D18P0Sm7s9T4LMjmuL8YWsYSGQrPABiLNh9LNvRrJlQ80HVI4hxe-GaCyi-180Cg,PRODUCTIVITY,23641,7445,19265,47935,354063,2026-02-21T07:59:44.610468
com.jetkite.gemmy,Gemmy AI: Chat & Assistant,Jetkite,Productivity,Generative Text / Chatbots,4.536193,238797,485,7311540,"Introducing Gemmy AI: Your Ultimate Personal Assistant Powered by Gemini Artificial Intelligence

Driven by Gemini AI, Gemmy harnesses the power of advanced artificial intelligence to elevate creativity, reasoning, and productivity to new heights. With unparalleled capabilities in following instructions, coding, and providing creative inspiration, Gemmy is your indispensable tool for any task.

Unleash Your Creativity:
With Gemmy and its cutting-edge artificial intelligence, your imagination knows no bounds. Explore a world of meticulously curated AI prompts designed to spark your creativity and fuel your curiosity. Whether you're a writer seeking inspiration, a language enthusiast eager to practice, or simply looking to learn something new, Gemmy is your ideal companion.

What Makes Gemmy Unique:
Gemmy isn’t just another virtual assistant. Powered by state-of-the-art artificial intelligence, it offers a unique collection of prompts tailored to inspire creativity, boost product",Your Ultimate Personal Chatbot with no Prompts Needed,Everyone,,4.2.9,1771278030.0,"Feb 14, 2024",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.jetkite.gemmy&hl=en&gl=us,https://play-lh.googleusercontent.com/mpbbwIrUZX5fbwG1Ftn3cVRbb0mYSaUmToXM0E5lC3jz1OKBCq8PPRsXp79B7G-7OGM,PRODUCTIVITY,15357,4443,8299,19148,191416,2026-02-21T07:59:47.742867
newway.open.chatgpt.ai.chat.bot.free,Chatbot AI - Chat & Ask AI,Newway Apps,Productivity,Generative Text / Chatbots,4.5080385,87095,758,10537625,"Meet the Smartest AI Chatbot – Powered by Advanced AI with Deep Reasoning Ability!

Unlock endless possibilities with the ultimate AI Chatbot for conversations, learning, and creativity. Whether you want to chat with AI, ask AI for insights, or explore new ideas, this app integrates cutting-edge models like GPT-5.1, GPT-4o, Gemini 3 Pro (Nano Banana Pro), Claude, Grok, DeepSeek, and Qwen to deliver intelligent, deep reasoning, and advanced computing capabilities.

New update: Now upgraded with the latest Gemini 3 Pro (Nano Banana Pro) — Google’s newest multimodal powerhouse. Experience faster processing, sharper visual reasoning, and more accurate understanding for photos, screenshots, and AI-generated images.

Key Features:

Multi-model AI core: Built on GPT-5.1, GPT-4o, Gemini 3 Pro (Nano Banana Pro), and Claude API, with expanded support for Grok, DeepSeek, and Qwen for fast computing, deep thinking, and insightful reasoning.

Seek AI Search: Find tailored information inst","Meet DeepSeek V3 & R1, open chat with smart assistant built on latest AI models",Everyone,,10.1.5,1768809224.0,"Feb 27, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=newway.open.chatgpt.ai.chat.bot.free&hl=en&gl=us,https://play-lh.googleusercontent.com/mtIuunetul6QsQVtBcf0hdx529Ot_MaKhBX1YP6k3SyzpBV2lV20hXSbEwQoIHyEMoyQ,PRODUCTIVITY,6718,839,2239,8958,68309,2026-02-21T07:59:50.592074
